MCCCD,MemberCardNumber,CreatedDate,SupportEmp,MemberCardRank,MemberCardPoints,MemberCardAcquiredRankDate
0000053977,MC65786,2021-04-29 00:00:00,03438,MEMBER,31,2021-11-27 00:00:00
0000053979,MC34978,2017-09-24 00:00:00,00413,MEMBER,93,2018-05-29 00:00:00
0000053980,MC88137,2019-01-10 00:00:00,04542,SILVER,91,2019-07-13 00:00:00
0000053981,MC38953,2019-08-18 00:00:00,00975,MEMBER,24,2020-03-15 00:00:00
0000053982,MC56131,2022-01-08 00:00:00,00969,MEMBER,96,2022-05-09 00:00:00
0000053984,MC58318,2017-05-13 00:00:00,04348,SILVER,88,2017-10-07 00:00:00
0000053987,MC85183,2022-01-05 00:00:00,00701,GOLD,30,2022-12-05 00:00:00
0000053989,MC82589,2016-03-12 00:00:00,03711,GOLD,50,2016-10-24 00:00:00
0000053991,MC92814,2017-07-27 00:00:00,04473,MEMBER,32,2017-12-24 00:00:00
0000053992,MC79341,2019-05-21 00:00:00,03835,MEMBER,13,2019-07-10 00:00:00
0000053995,MC73778,2016-05-15 00:00:00,00001,SILVER,1,2017-02-16 00:00:00
0000053997,MC58766,2022-11-19 00:00:00,00944,GOLD,32,2023-10-06 00:00:00
0000053998,MC97800,2016-10-28 00:00:00,02104,SILVER,3,2017-06-22 00:00:00
0000053999,MC57598,2015-11-13 00:00:00,00635,GOLD,98,2016-03-04 00:00:00
0000054000,MC86567,2020-07-23 00:00:00,01452,MEMBER,86,2021-06-28 00:00:00
0000054002,MC14065,2015-10-19 00:00:00,02269,MEMBER,18,2016-10-16 00:00:00
0000054004,MC76190,2023-09-15 00:00:00,02966,MEMBER,35,2023-12-05 00:00:00
0000054008,MC47334,2015-05-07 00:00:00,01958,MEMBER,90,2015-10-31 00:00:00
0000054010,MC66162,2020-06-13 00:00:00,02883,MEMBER,62,2020-10-19 00:00:00
0000054015,MC59323,2017-06-12 00:00:00,00744,MEMBER,17,2017-11-04 00:00:00
0000054019,MC21033,2018-01-03 00:00:00,04128,SILVER,24,2018-03-29 00:00:00
0000054020,MC40638,2018-11-01 00:00:00,01925,MEMBER,47,2019-03-26 00:00:00
0000054023,MC52067,2017-08-11 00:00:00,01552,MEMBER,50,2018-08-11 00:00:00
0000054025,MC51928,2015-01-18 00:00:00,03323,SILVER,71,2015-12-26 00:00:00
0000054028,MC34485,2022-01-11 00:00:00,02186,MEMBER,44,2022-11-16 00:00:00
0000054032,MC29194,2016-12-16 00:00:00,01950,GOLD,27,2017-07-04 00:00:00
0000054033,MC60790,2021-09-18 00:00:00,03037,SILVER,26,2021-11-16 00:00:00
0000054036,MC29552,2023-10-19 00:00:00,01257,MEMBER,28,2024-09-19 00:00:00
0000054038,MC31805,2015-07-09 00:00:00,02897,MEMBER,90,2016-04-25 00:00:00
0000054040,MC60577,2017-01-23 00:00:00,04889,GOLD,64,2017-11-17 00:00:00
0000054041,MC65087,2022-04-06 00:00:00,01753,GOLD,24,2023-04-02 00:00:00
0000054045,MC85061,2018-03-19 00:00:00,00772,SILVER,20,2019-01-30 00:00:00
0000054047,MC37505,2020-09-17 00:00:00,02854,GOLD,62,2021-01-18 00:00:00
0000054051,MC20732,2020-06-08 00:00:00,04846,SILVER,14,2021-03-15 00:00:00
0000054052,MC22357,2019-01-02 00:00:00,02049,SILVER,40,2019-04-14 00:00:00
0000054053,MC59278,2016-10-17 00:00:00,02308,SILVER,13,2017-02-16 00:00:00
0000054054,MC23306,2016-08-12 00:00:00,01846,GOLD,95,2017-04-09 00:00:00
0000054055,MC88461,2016-02-25 00:00:00,00181,SILVER,1,2016-05-06 00:00:00
0000054056,MC53705,2022-05-11 00:00:00,02956,GOLD,7,2022-10-31 00:00:00
0000054059,MC11864,2022-06-03 00:00:00,00213,MEMBER,4,2022-08-12 00:00:00
0000054061,MC27189,2015-02-16 00:00:00,01186,GOLD,16,2015-10-22 00:00:00
0000054064,MC23236,2019-03-24 00:00:00,04106,MEMBER,69,2020-01-02 00:00:00
0000054065,MC10384,2016-05-02 00:00:00,00291,MEMBER,57,2016-08-05 00:00:00
0000054066,MC25367,2022-03-16 00:00:00,01734,MEMBER,36,2022-10-13 00:00:00
0000054068,MC95618,2019-04-16 00:00:00,04875,MEMBER,70,2019-06-22 00:00:00
0000054069,MC38412,2016-11-06 00:00:00,02114,MEMBER,4,2017-04-27 00:00:00
0000054070,MC88649,2015-11-15 00:00:00,04022,GOLD,4,2016-10-10 00:00:00
0000054072,MC62439,2021-04-11 00:00:00,00173,GOLD,86,2021-06-25 00:00:00
0000054075,MC10379,2022-07-05 00:00:00,02282,MEMBER,66,2022-10-03 00:00:00
0000054077,MC94726,2020-07-08 00:00:00,04672,SILVER,81,2020-09-20 00:00:00
0000054078,MC44782,2015-06-05 00:00:00,01765,MEMBER,52,2016-05-02 00:00:00
0000054081,MC91192,2017-02-09 00:00:00,00143,SILVER,90,2017-06-04 00:00:00
0000054082,MC54847,2017-04-14 00:00:00,04307,SILVER,53,2018-01-05 00:00:00
0000054084,MC60698,2022-07-14 00:00:00,02313,SILVER,12,2023-04-11 00:00:00
0000054089,MC86190,2020-08-16 00:00:00,03543,GOLD,46,2020-12-02 00:00:00
0000054093,MC93158,2019-01-30 00:00:00,04937,GOLD,80,2019-09-10 00:00:00
0000054095,MC50105,2018-06-15 00:00:00,04014,MEMBER,48,2019-05-02 00:00:00
0000054096,MC86788,2017-11-26 00:00:00,02455,MEMBER,72,2018-07-30 00:00:00
0000054097,MC31166,2022-05-03 00:00:00,04757,MEMBER,44,2023-02-01 00:00:00
0000054100,MC42603,2019-07-30 00:00:00,02881,MEMBER,33,2020-03-09 00:00:00
0000054102,MC74602,2023-02-01 00:00:00,04774,GOLD,85,2023-06-13 00:00:00
0000054103,MC54541,2019-09-19 00:00:00,03454,SILVER,23,2020-07-02 00:00:00
0000054104,MC56014,2020-03-26 00:00:00,01482,MEMBER,53,2020-09-12 00:00:00
0000054105,MC14833,2017-04-20 00:00:00,03008,GOLD,57,2018-01-23 00:00:00
0000054108,MC38494,2020-11-08 00:00:00,01355,SILVER,89,2021-06-26 00:00:00
0000054110,MC77723,2020-04-18 00:00:00,00038,GOLD,24,2020-10-17 00:00:00
0000054113,MC33202,2022-03-03 00:00:00,00138,SILVER,26,2022-11-01 00:00:00
0000054114,MC44431,2016-06-16 00:00:00,04648,SILVER,86,2016-10-29 00:00:00
0000054116,MC11593,2017-09-22 00:00:00,01299,MEMBER,50,2018-07-25 00:00:00
0000054119,MC44128,2018-01-26 00:00:00,03838,GOLD,69,2018-09-17 00:00:00
0000054120,MC40537,2023-05-26 00:00:00,00816,MEMBER,30,2024-04-28 00:00:00
0000054121,MC65549,2015-02-28 00:00:00,01352,SILVER,65,2015-08-20 00:00:00
0000054122,MC26608,2023-06-24 00:00:00,02690,GOLD,97,2024-03-21 00:00:00
0000054124,MC29632,2015-01-07 00:00:00,04938,SILVER,85,2015-08-25 00:00:00
0000054125,MC35246,2022-06-10 00:00:00,02146,GOLD,93,2023-03-08 00:00:00
0000054132,MC54398,2015-02-01 00:00:00,00727,MEMBER,47,2015-04-25 00:00:00
0000054133,MC27057,2018-04-13 00:00:00,00321,MEMBER,37,2019-01-19 00:00:00
0000054136,MC43882,2022-09-22 00:00:00,00784,MEMBER,99,2023-09-18 00:00:00
0000054138,MC34697,2020-01-23 00:00:00,01503,MEMBER,68,2020-08-31 00:00:00
0000054139,MC78694,2019-08-05 00:00:00,02703,GOLD,32,2020-04-21 00:00:00
0000054143,MC79809,2019-07-15 00:00:00,03122,GOLD,8,2020-02-07 00:00:00
0000054146,MC91765,2021-08-02 00:00:00,01791,SILVER,70,2021-12-29 00:00:00
0000054150,MC78455,2018-03-02 00:00:00,03204,GOLD,43,2018-11-12 00:00:00
0000054151,MC78042,2019-07-04 00:00:00,01107,MEMBER,93,2020-02-12 00:00:00
0000054153,MC37894,2022-08-30 00:00:00,00177,SILVER,84,2023-05-22 00:00:00
0000054156,MC64556,2016-02-02 00:00:00,03474,MEMBER,31,2016-09-01 00:00:00
0000054161,MC38296,2016-05-22 00:00:00,01935,GOLD,73,2016-07-30 00:00:00
0000054162,MC79599,2020-11-06 00:00:00,00830,MEMBER,1,2021-01-20 00:00:00
0000054163,MC14620,2020-01-19 00:00:00,04872,GOLD,2,2020-10-17 00:00:00
0000054164,MC46491,2017-12-05 00:00:00,00405,MEMBER,13,2018-06-13 00:00:00
0000054165,MC36310,2020-06-25 00:00:00,01871,SILVER,91,2020-11-09 00:00:00
0000054166,MC87167,2022-09-14 00:00:00,02043,GOLD,19,2023-03-08 00:00:00
0000054168,MC56717,2021-10-05 00:00:00,03134,GOLD,21,2021-11-07 00:00:00
0000054169,MC68860,2015-06-27 00:00:00,02444,GOLD,51,2015-11-04 00:00:00
0000054170,MC48937,2015-06-11 00:00:00,01863,MEMBER,67,2016-03-24 00:00:00
0000054171,MC22675,2023-06-28 00:00:00,04093,MEMBER,73,2023-10-18 00:00:00
0000054174,MC35940,2015-09-15 00:00:00,01444,MEMBER,6,2016-05-01 00:00:00
0000054175,MC86265,2023-12-15 00:00:00,03628,SILVER,22,2024-06-19 00:00:00
0000054176,MC84348,2019-07-19 00:00:00,02598,SILVER,18,2020-07-02 00:00:00
0000054180,MC20938,2019-08-07 00:00:00,04961,SILVER,26,2019-12-05 00:00:00
0000054182,MC96948,2019-07-16 00:00:00,04875,SILVER,4,2020-04-07 00:00:00
0000054183,MC93305,2020-08-27 00:00:00,01105,MEMBER,37,2021-06-23 00:00:00
0000054184,MC35579,2016-01-20 00:00:00,03041,SILVER,92,2016-11-03 00:00:00
0000054186,MC42831,2019-06-08 00:00:00,01736,SILVER,57,2020-02-21 00:00:00
0000054187,MC34257,2017-04-08 00:00:00,01643,MEMBER,50,2018-02-06 00:00:00
0000054188,MC63207,2021-10-07 00:00:00,00396,SILVER,83,2022-02-24 00:00:00
0000054190,MC81061,2019-01-09 00:00:00,02594,MEMBER,78,2019-10-20 00:00:00
0000054191,MC26650,2021-02-12 00:00:00,03796,MEMBER,68,2021-12-11 00:00:00
0000054192,MC39468,2021-01-05 00:00:00,04927,SILVER,33,2021-10-04 00:00:00
0000054194,MC49269,2023-07-30 00:00:00,00239,MEMBER,52,2024-05-28 00:00:00
0000054195,MC73162,2022-03-15 00:00:00,01351,SILVER,20,2022-08-15 00:00:00
0000054196,MC67804,2019-02-22 00:00:00,03793,MEMBER,24,2019-09-20 00:00:00
0000054197,MC56281,2020-07-17 00:00:00,00752,GOLD,53,2021-02-28 00:00:00
0000054199,MC90673,2022-10-19 00:00:00,03542,GOLD,71,2023-05-01 00:00:00
0000054206,MC14042,2016-03-13 00:00:00,00367,GOLD,81,2016-11-21 00:00:00
0000054211,MC91573,2022-06-12 00:00:00,00503,GOLD,73,2022-07-28 00:00:00
0000054212,MC17040,2016-05-20 00:00:00,00133,SILVER,89,2017-04-15 00:00:00
0000054214,MC41101,2017-11-24 00:00:00,02087,GOLD,31,2018-04-06 00:00:00
0000054215,MC97973,2020-12-09 00:00:00,04208,SILVER,5,2021-02-23 00:00:00
0000054216,MC22953,2022-02-25 00:00:00,03550,SILVER,68,2022-09-19 00:00:00
0000054217,MC43897,2021-08-03 00:00:00,04509,MEMBER,37,2022-03-06 00:00:00
0000054219,MC52343,2022-03-01 00:00:00,02287,GOLD,93,2022-05-22 00:00:00
0000054224,MC92002,2016-05-18 00:00:00,02157,MEMBER,98,2017-02-22 00:00:00
0000054225,MC71335,2018-04-30 00:00:00,00268,MEMBER,56,2018-06-30 00:00:00
0000054227,MC40875,2017-06-03 00:00:00,02761,GOLD,71,2018-05-20 00:00:00
0000054229,MC66221,2017-04-03 00:00:00,04715,MEMBER,100,2017-12-21 00:00:00
0000054235,MC27922,2016-05-12 00:00:00,04578,SILVER,53,2016-09-17 00:00:00
0000054240,MC37481,2022-08-11 00:00:00,04223,GOLD,89,2022-10-05 00:00:00
0000054244,MC93403,2016-05-10 00:00:00,02439,SILVER,89,2016-10-25 00:00:00
0000054245,MC45867,2015-05-11 00:00:00,03087,MEMBER,35,2015-08-11 00:00:00
0000054246,MC35872,2015-03-07 00:00:00,03365,SILVER,13,2015-04-13 00:00:00
0000054249,MC20341,2015-02-11 00:00:00,01630,SILVER,30,2016-01-26 00:00:00
0000054254,MC13066,2017-08-16 00:00:00,00553,MEMBER,57,2017-11-25 00:00:00
0000054256,MC26091,2021-10-31 00:00:00,02106,GOLD,30,2022-05-19 00:00:00
0000054258,MC18658,2018-07-04 00:00:00,04166,MEMBER,11,2018-10-01 00:00:00
0000054259,MC54472,2022-01-15 00:00:00,00516,GOLD,10,2022-09-21 00:00:00
0000054262,MC73883,2018-08-22 00:00:00,04638,GOLD,72,2019-04-13 00:00:00
0000054264,MC29551,2018-01-22 00:00:00,04368,MEMBER,38,2019-01-04 00:00:00
0000054265,MC36780,2022-12-17 00:00:00,04309,MEMBER,51,2023-11-04 00:00:00
0000054266,MC81002,2018-03-14 00:00:00,04254,SILVER,11,2018-11-20 00:00:00
0000054267,MC21707,2021-03-18 00:00:00,02923,MEMBER,14,2022-03-14 00:00:00
0000054270,MC71986,2016-10-28 00:00:00,01741,MEMBER,1,2017-01-23 00:00:00
0000054271,MC38094,2017-11-16 00:00:00,04870,GOLD,95,2018-03-08 00:00:00
0000054273,MC12170,2022-10-02 00:00:00,02620,GOLD,54,2023-10-02 00:00:00
0000054282,MC67988,2023-09-27 00:00:00,01237,MEMBER,53,2024-03-17 00:00:00
0000054283,MC62301,2017-09-30 00:00:00,00129,GOLD,1,2017-11-06 00:00:00
0000054284,MC71302,2017-10-30 00:00:00,01231,GOLD,52,2018-06-19 00:00:00
0000054286,MC94545,2019-02-05 00:00:00,02188,SILVER,65,2019-03-17 00:00:00
0000054287,MC97061,2023-09-16 00:00:00,03467,MEMBER,8,2024-04-14 00:00:00
0000054290,MC17309,2016-03-15 00:00:00,02327,MEMBER,45,2017-02-18 00:00:00
0000054294,MC25533,2015-12-30 00:00:00,04694,GOLD,42,2016-06-28 00:00:00
0000054300,MC35617,2017-02-27 00:00:00,00739,MEMBER,97,2017-09-02 00:00:00
0000054302,MC34559,2018-07-24 00:00:00,03533,SILVER,77,2019-01-23 00:00:00
0000054303,MC23606,2017-07-18 00:00:00,03080,MEMBER,11,2018-02-04 00:00:00
0000054305,MC31371,2015-06-08 00:00:00,03289,SILVER,37,2016-06-02 00:00:00
0000054306,MC11489,2019-12-19 00:00:00,00998,GOLD,29,2020-11-03 00:00:00
0000054307,MC93929,2021-05-09 00:00:00,04219,MEMBER,71,2021-08-27 00:00:00
0000054308,MC18542,2019-05-16 00:00:00,03373,MEMBER,39,2019-10-29 00:00:00
0000054312,MC77220,2023-05-09 00:00:00,01634,SILVER,78,2023-11-08 00:00:00
0000054314,MC65601,2021-08-24 00:00:00,04752,GOLD,79,2022-05-11 00:00:00
0000054317,MC27946,2021-11-11 00:00:00,02194,GOLD,40,2022-05-19 00:00:00
0000054319,MC65233,2021-07-24 00:00:00,01838,SILVER,14,2022-07-19 00:00:00
0000054320,MC85280,2019-03-23 00:00:00,03026,SILVER,24,2020-02-07 00:00:00
0000054321,MC62174,2017-09-28 00:00:00,04423,MEMBER,90,2018-05-09 00:00:00
0000054322,MC86372,2020-01-30 00:00:00,02616,GOLD,6,2020-05-13 00:00:00
0000054323,MC41160,2019-01-08 00:00:00,00228,SILVER,89,2020-01-04 00:00:00
0000054325,MC82588,2020-03-08 00:00:00,02301,GOLD,65,2020-08-07 00:00:00
0000054327,MC26814,2017-03-07 00:00:00,02574,SILVER,29,2017-10-13 00:00:00
0000054328,MC66656,2018-05-02 00:00:00,04755,MEMBER,31,2018-09-26 00:00:00
0000054330,MC33661,2015-05-29 00:00:00,01040,SILVER,57,2016-01-02 00:00:00
0000054331,MC29769,2016-11-12 00:00:00,02532,MEMBER,17,2017-01-19 00:00:00
0000054333,MC38810,2023-04-02 00:00:00,00289,MEMBER,20,2023-05-19 00:00:00
0000054336,MC80397,2021-06-07 00:00:00,02294,GOLD,9,2021-11-14 00:00:00
0000054337,MC82858,2023-12-31 00:00:00,03828,SILVER,77,2024-12-11 00:00:00
0000054339,MC96377,2023-01-14 00:00:00,04011,SILVER,15,2023-10-12 00:00:00
0000054340,MC53270,2017-10-21 00:00:00,04293,MEMBER,18,2018-05-24 00:00:00
0000054341,MC40458,2022-04-15 00:00:00,00091,MEMBER,75,2023-01-22 00:00:00
0000054342,MC47393,2019-05-29 00:00:00,02093,MEMBER,88,2019-07-23 00:00:00
0000054344,MC41342,2017-07-09 00:00:00,00886,MEMBER,97,2017-08-13 00:00:00
0000054345,MC99910,2019-12-24 00:00:00,00962,MEMBER,7,2020-03-09 00:00:00
0000054349,MC50984,2022-02-17 00:00:00,01607,GOLD,40,2022-04-14 00:00:00
0000054350,MC47519,2022-01-24 00:00:00,04565,SILVER,36,2022-08-22 00:00:00
0000054351,MC40653,2021-04-25 00:00:00,03522,SILVER,10,2021-10-30 00:00:00
0000054354,MC58518,2021-12-06 00:00:00,02626,GOLD,100,2022-04-30 00:00:00
0000054356,MC54297,2017-02-07 00:00:00,01601,MEMBER,49,2017-04-29 00:00:00
0000054361,MC61318,2018-06-15 00:00:00,02278,MEMBER,27,2019-01-23 00:00:00
0000054362,MC88767,2021-05-17 00:00:00,03106,GOLD,90,2022-04-16 00:00:00
0000054363,MC79724,2016-11-03 00:00:00,04447,SILVER,35,2017-07-08 00:00:00
0000054366,MC68781,2015-09-05 00:00:00,02518,SILVER,60,2016-06-13 00:00:00
0000054367,MC86722,2020-05-04 00:00:00,02073,SILVER,61,2021-01-09 00:00:00
0000054368,MC35751,2023-09-05 00:00:00,04762,MEMBER,41,2023-12-23 00:00:00
0000054369,MC35698,2021-12-29 00:00:00,00072,SILVER,12,2022-03-06 00:00:00
0000054371,MC72612,2021-06-24 00:00:00,01295,GOLD,23,2021-12-08 00:00:00
0000054372,MC22445,2019-05-11 00:00:00,00062,GOLD,6,2019-11-01 00:00:00
0000054376,MC97078,2023-03-12 00:00:00,00979,SILVER,37,2023-10-17 00:00:00
0000054382,MC96394,2016-03-26 00:00:00,04505,GOLD,40,2016-08-27 00:00:00
0000054384,MC13249,2022-06-24 00:00:00,03807,GOLD,8,2023-06-03 00:00:00
0000054385,MC77025,2017-11-24 00:00:00,00719,SILVER,100,2018-04-11 00:00:00
0000054386,MC11899,2018-02-22 00:00:00,02885,MEMBER,68,2018-10-31 00:00:00
0000054388,MC12010,2023-03-06 00:00:00,00639,MEMBER,70,2023-09-28 00:00:00
0000054392,MC96610,2020-05-02 00:00:00,00201,GOLD,65,2020-08-19 00:00:00
0000054393,MC46327,2016-09-01 00:00:00,03858,MEMBER,50,2017-03-29 00:00:00
0000054396,MC16830,2018-07-06 00:00:00,03901,GOLD,55,2019-03-12 00:00:00
0000054397,MC94500,2018-10-19 00:00:00,02664,MEMBER,49,2019-08-20 00:00:00
0000054399,MC51642,2015-10-16 00:00:00,01628,MEMBER,72,2016-01-01 00:00:00
0000054400,MC16788,2023-06-23 00:00:00,04705,SILVER,6,2023-10-06 00:00:00
0000054402,MC35270,2015-08-02 00:00:00,01759,GOLD,77,2015-10-22 00:00:00
0000054405,MC99911,2022-07-21 00:00:00,03782,SILVER,38,2022-12-26 00:00:00
0000054407,MC70689,2019-09-07 00:00:00,00360,GOLD,85,2020-09-04 00:00:00
0000054412,MC87847,2019-07-04 00:00:00,00385,MEMBER,41,2020-06-23 00:00:00
0000054413,MC47086,2020-01-19 00:00:00,00379,SILVER,62,2020-03-28 00:00:00
0000054416,MC30706,2018-11-05 00:00:00,01482,GOLD,31,2019-05-17 00:00:00
0000054418,MC24896,2021-10-22 00:00:00,04869,MEMBER,30,2022-06-12 00:00:00
0000054419,MC62627,2018-11-27 00:00:00,03460,MEMBER,90,2019-08-24 00:00:00
0000054423,MC96747,2017-01-28 00:00:00,04108,MEMBER,36,2017-12-21 00:00:00
0000054424,MC93172,2022-10-03 00:00:00,01740,MEMBER,14,2023-03-01 00:00:00
0000054431,MC84591,2015-04-07 00:00:00,01887,SILVER,48,2016-03-29 00:00:00
0000054432,MC90253,2016-05-28 00:00:00,01004,GOLD,95,2016-07-31 00:00:00
0000054433,MC67527,2015-11-11 00:00:00,02330,MEMBER,62,2016-10-15 00:00:00
0000054435,MC26064,2023-09-14 00:00:00,00664,MEMBER,26,2024-01-28 00:00:00
0000054436,MC19159,2020-04-11 00:00:00,04815,MEMBER,47,2021-03-11 00:00:00
0000054438,MC32672,2019-09-11 00:00:00,03415,SILVER,48,2020-01-10 00:00:00
0000054440,MC62551,2020-05-18 00:00:00,02783,SILVER,30,2020-06-30 00:00:00
0000054450,MC55387,2016-08-23 00:00:00,03048,SILVER,48,2017-06-04 00:00:00
0000054452,MC62669,2016-11-26 00:00:00,02960,SILVER,77,2017-06-16 00:00:00
0000054454,MC21118,2022-04-10 00:00:00,04521,MEMBER,24,2022-06-15 00:00:00
0000054455,MC71859,2016-09-03 00:00:00,01427,MEMBER,1,2017-02-02 00:00:00
0000054456,MC68476,2017-02-27 00:00:00,00810,SILVER,29,2017-05-07 00:00:00
0000054457,MC52567,2015-06-06 00:00:00,04214,SILVER,84,2016-04-03 00:00:00
0000054458,MC68419,2015-02-14 00:00:00,01538,MEMBER,83,2015-12-19 00:00:00
0000054460,MC95529,2016-02-07 00:00:00,01377,MEMBER,91,2016-12-10 00:00:00
0000054461,MC10350,2022-03-22 00:00:00,01713,GOLD,65,2023-01-14 00:00:00
0000054462,MC63794,2019-02-17 00:00:00,01501,SILVER,69,2019-09-11 00:00:00
0000054466,MC57034,2015-04-30 00:00:00,03176,SILVER,78,2016-04-17 00:00:00
0000054470,MC26546,2017-08-15 00:00:00,00316,SILVER,100,2018-04-16 00:00:00
0000054472,MC50949,2017-04-24 00:00:00,01228,MEMBER,78,2017-11-20 00:00:00
0000054473,MC62363,2020-08-04 00:00:00,04123,MEMBER,19,2021-04-16 00:00:00
0000054477,MC69382,2015-04-14 00:00:00,02097,SILVER,99,2016-03-29 00:00:00
0000054478,MC90937,2019-04-02 00:00:00,01682,GOLD,91,2019-08-04 00:00:00
0000054479,MC22097,2021-12-12 00:00:00,02451,SILVER,92,2022-06-15 00:00:00
0000054481,MC17401,2016-09-13 00:00:00,01862,SILVER,7,2017-02-25 00:00:00
0000054482,MC92825,2018-03-17 00:00:00,04679,MEMBER,80,2018-08-18 00:00:00
0000054486,MC84631,2016-02-27 00:00:00,03488,MEMBER,0,2016-12-24 00:00:00
0000054487,MC57319,2019-08-11 00:00:00,01361,GOLD,9,2020-07-01 00:00:00
0000054488,MC45478,2017-12-19 00:00:00,01442,MEMBER,38,2018-04-06 00:00:00
0000054489,MC66778,2019-12-21 00:00:00,04456,MEMBER,35,2020-08-13 00:00:00
0000054490,MC89077,2021-05-31 00:00:00,03128,SILVER,22,2021-11-16 00:00:00
0000054492,MC73326,2019-02-04 00:00:00,03355,SILVER,84,2019-11-12 00:00:00
0000054493,MC73156,2015-10-08 00:00:00,03304,SILVER,14,2016-02-04 00:00:00
0000054494,MC27310,2023-04-02 00:00:00,01730,GOLD,14,2024-03-06 00:00:00
0000054495,MC52371,2017-12-17 00:00:00,04851,SILVER,63,2018-10-10 00:00:00
0000054497,MC57739,2018-07-21 00:00:00,02714,MEMBER,11,2018-12-24 00:00:00
0000054499,MC82793,2022-06-16 00:00:00,00090,MEMBER,90,2023-01-11 00:00:00
0000054501,MC74578,2017-02-01 00:00:00,00408,GOLD,100,2017-07-02 00:00:00
0000054504,MC22328,2015-10-17 00:00:00,01608,GOLD,85,2016-09-06 00:00:00
0000054508,MC97449,2017-04-12 00:00:00,00139,GOLD,79,2017-12-27 00:00:00
0000054511,MC88093,2022-11-11 00:00:00,01565,GOLD,50,2023-07-14 00:00:00
0000054513,MC57125,2022-01-20 00:00:00,02458,GOLD,68,2022-10-24 00:00:00
0000054514,MC63345,2015-03-09 00:00:00,04780,GOLD,0,2015-08-18 00:00:00
0000054518,MC61296,2018-08-25 00:00:00,04014,GOLD,46,2018-10-19 00:00:00
0000054523,MC53357,2020-11-08 00:00:00,01238,GOLD,35,2021-06-23 00:00:00
0000054524,MC31185,2015-12-23 00:00:00,03970,MEMBER,31,2016-09-26 00:00:00
0000054527,MC12745,2023-08-30 00:00:00,00612,GOLD,70,2024-02-08 00:00:00
0000054528,MC40003,2020-01-25 00:00:00,04403,MEMBER,18,2020-03-13 00:00:00
0000054529,MC73307,2022-05-23 00:00:00,04364,SILVER,52,2023-03-02 00:00:00
0000054531,MC11772,2017-07-15 00:00:00,03843,MEMBER,82,2018-03-29 00:00:00
0000054532,MC65824,2023-12-19 00:00:00,03876,GOLD,41,2024-05-13 00:00:00
0000054533,MC26086,2018-10-13 00:00:00,00640,GOLD,66,2019-10-02 00:00:00
0000054534,MC71570,2023-08-23 00:00:00,00165,SILVER,47,2024-01-28 00:00:00
0000054536,MC60161,2015-05-05 00:00:00,00384,MEMBER,89,2016-04-23 00:00:00
0000054538,MC14495,2022-05-21 00:00:00,04692,GOLD,10,2022-08-09 00:00:00
0000054540,MC56316,2015-11-14 00:00:00,00729,MEMBER,14,2016-07-25 00:00:00
0000054541,MC51922,2023-11-18 00:00:00,01014,GOLD,40,2024-03-19 00:00:00
0000054543,MC60884,2015-11-15 00:00:00,03507,GOLD,72,2016-07-09 00:00:00
0000054545,MC99175,2016-05-29 00:00:00,03090,MEMBER,35,2017-04-03 00:00:00
0000054546,MC53172,2023-12-04 00:00:00,02588,GOLD,20,2024-03-30 00:00:00
0000054547,MC59767,2020-04-23 00:00:00,03049,MEMBER,37,2021-02-24 00:00:00
0000054550,MC28071,2019-01-21 00:00:00,02382,GOLD,89,2019-10-08 00:00:00
0000054551,MC56158,2022-12-31 00:00:00,03345,SILVER,82,2023-03-21 00:00:00
0000054552,MC49863,2020-08-26 00:00:00,00490,GOLD,12,2020-12-09 00:00:00
0000054553,MC21719,2018-04-01 00:00:00,02137,GOLD,86,2018-11-26 00:00:00
0000054556,MC36117,2020-05-12 00:00:00,04142,MEMBER,46,2020-10-23 00:00:00
0000054557,MC42397,2020-03-16 00:00:00,01921,MEMBER,27,2020-09-29 00:00:00
0000054559,MC82685,2021-05-26 00:00:00,04242,MEMBER,25,2021-09-30 00:00:00
0000054560,MC83982,2021-09-19 00:00:00,04096,SILVER,2,2021-12-23 00:00:00
0000054564,MC17646,2019-09-30 00:00:00,02985,MEMBER,22,2020-01-01 00:00:00
0000054565,MC20376,2015-07-13 00:00:00,02601,GOLD,48,2016-02-12 00:00:00
0000054566,MC90928,2016-01-12 00:00:00,04152,GOLD,60,2016-11-15 00:00:00
0000054567,MC32209,2023-08-02 00:00:00,04475,MEMBER,48,2023-09-12 00:00:00
0000054568,MC26014,2019-10-17 00:00:00,04210,SILVER,41,2020-10-15 00:00:00
0000054570,MC52071,2015-04-29 00:00:00,00483,SILVER,85,2015-12-05 00:00:00
0000054571,MC44195,2018-11-20 00:00:00,04748,GOLD,59,2019-08-19 00:00:00
0000054572,MC74233,2020-10-04 00:00:00,02131,MEMBER,71,2021-05-12 00:00:00
0000054573,MC66993,2017-10-10 00:00:00,04525,SILVER,66,2018-08-21 00:00:00
0000054574,MC37530,2022-01-05 00:00:00,01658,GOLD,77,2022-12-03 00:00:00
0000054576,MC36770,2019-11-17 00:00:00,03467,SILVER,99,2020-05-09 00:00:00
0000054577,MC46300,2018-09-28 00:00:00,03124,GOLD,76,2019-02-23 00:00:00
0000054579,MC77760,2016-10-03 00:00:00,02389,MEMBER,30,2017-09-08 00:00:00
0000054580,MC89804,2021-01-03 00:00:00,01701,MEMBER,62,2021-03-25 00:00:00
0000054581,MC41863,2018-01-31 00:00:00,02470,GOLD,31,2018-03-26 00:00:00
